topo,z,b,theta,L,net_realization,rho_mean,rho_std,seconds
BA,16,1.5,0.3,4,1,0.5128458,0.44248437151007564,43.43282222747803
BA,16,1.7,0.3,1,1,0.035114400000000004,0.04277296888588787,3.8192360401153564
BA,16,1.7,0.3,2,1,0.2660501,0.416085959928336,12.968408107757568
BA,16,1.7,0.3,3,1,0.4202297,0.48238393077674785,31.49099373817444
BA,16,1.7,0.3,4,1,0.434709,0.4806444797773132,31.43632674217224
BA,16,1.5,0.3,1,2,0.16938080000000003,0.1860019956756194,5.512032747268677
BA,16,1.5,0.3,2,2,0.48791689999999993,0.4333728497685977,16.77854633331299
BA,16,1.5,0.3,3,2,0.6737565,0.4252012600857802,35.63139724731445
BA,16,1.5,0.3,4,2,0.6735591000000001,0.420205966214922,39.13995099067688
BA,16,1.7,0.3,1,2,0.0430771,0.04552332667219116,4.014110803604126
BA,16,1.7,0.3,2,2,0.2958849,0.43208579608776543,14.009303092956543
BA,16,1.7,0.3,3,2,0.4445297,0.4763371844309724,33.776936769485474
BA,16,1.7,0.3,4,2,0.4460524,0.4747615404486038,34.07576298713684
BA,16,1.5,0.3,1,3,0.1281881,0.06579998621004735,5.257656097412109
BA,16,1.5,0.3,2,3,0.45862899999999995,0.42871589234184526,16.77784013748169
BA,16,1.5,0.3,3,3,0.5766097,0.4431846056962851,40.63073682785034
BA,16,1.5,0.3,4,3,0.6206473,0.43042664997393904,36.5460889339447
BA,16,1.7,0.3,1,3,0.03637730000000001,0.03930050648284423,3.8290629386901855
BA,16,1.7,0.3,2,3,0.18923790000000001,0.3578578016991659,14.19457721710205
BA,16,1.7,0.3,3,3,0.3565584,0.4524967279143261,32.78727698326111
BA,16,1.7,0.3,4,3,0.3732766,0.4606584158806355,32.72627592086792
BA,16,1.5,0.3,1,4,0.17031910000000003,0.1132041551160798,5.797739028930664
BA,16,1.5,0.3,2,4,0.46773000000000003,0.42824266902273667,17.239198923110962
BA,16,1.5,0.3,3,4,0.5893876,0.4445694193014407,35.72608804702759
BA,16,1.5,0.3,4,4,0.6406706,0.42463710261684423,38.825275182724
BA,16,1.7,0.3,1,4,0.0620787,0.060123520593823844,3.9097447395324707
BA,16,1.7,0.3,2,4,0.275862,0.41166057351643326,13.49341607093811
BA,16,1.7,0.3,3,4,0.3847251,0.4562159247892417,33.16265892982483
BA,16,1.7,0.3,4,4,0.4023854,0.4627361825437815,31.10416603088379
BA,16,1.5,0.3,1,5,0.1122749,0.12128966402369083,5.128612041473389
BA,16,1.5,0.3,2,5,0.5058157999999999,0.4474945272667555,15.460989236831665
BA,16,1.5,0.3,3,5,0.6541864,0.44539798752571796,37.02681493759155
BA,16,1.5,0.3,4,5,0.668373,0.43715506856575204,34.22985219955444
BA,16,1.7,0.3,1,5,0.0264163,0.03784455296607453,3.7592577934265137
BA,16,1.7,0.3,2,5,0.2286127,0.40102781320420083,13.007224082946777
BA,16,1.7,0.3,3,5,0.45084530000000006,0.480648703971208,30.97261905670166
BA,16,1.7,0.3,4,5,0.4759881,0.4872193779872189,30.212355136871338
BA,16,1.5,0.3,1,6,0.10733390000000002,0.06846145998164355,4.817863941192627
BA,16,1.5,0.3,2,6,0.47993660000000005,0.45629643172225726,14.935228824615479
BA,16,1.5,0.3,3,6,0.6322596,0.4450909131123571,35.887024879455566
BA,16,1.5,0.3,4,6,0.6447677,0.4484073883951778,35.84497404098511
BA,16,1.7,0.3,1,6,0.0233685,0.03715474273667203,3.5668792724609375
BA,16,1.7,0.3,2,6,0.2712459,0.43473797650114837,12.69889521598816
BA,16,1.7,0.3,3,6,0.41739590000000004,0.4886425317784138,29.891475915908813
