topo,z,corr,L,regime,b,theta,net_realization,rho_mean,rho_std,seconds
ER,16,corr,1,transition,1.1,0.3,1,0.3047100000000001,0.03175756370575761,11.107638120651245
ER,16,corr,1,transition,1.1,0.3,2,0.30301409999999995,0.028927182948279492,9.895807027816772
ER,16,corr,1,transition,1.1,0.3,3,0.3208289,0.024245346149083722,5.731543064117432
ER,16,corr,1,transition,1.1,0.3,4,0.3017259,0.027671199522611985,5.585256338119507
ER,16,corr,1,transition,1.1,0.3,5,0.31924100000000005,0.03238179082088692,5.276026010513306
ER,16,corr,1,transition,1.1,0.3,6,0.32427819999999996,0.028078683434127373,5.299769163131714
ER,16,corr,1,transition,1.1,0.3,7,0.3051979,0.03038820352912086,5.475503206253052
ER,16,corr,1,transition,1.1,0.3,8,0.31312900000000005,0.03018247486355101,5.553256034851074
ER,16,corr,1,transition,1.1,0.3,9,0.31829260000000004,0.02993460396236834,5.080459833145142
ER,16,corr,1,bistable,1.1,0.2,0,0.8631601999999999,0.27069799893280005,3.438621997833252
ER,16,corr,1,bistable,1.1,0.2,1,0.7246554,0.3405896542270552,4.028377056121826
ER,16,corr,1,bistable,1.1,0.2,2,0.7876453999999999,0.32642463474208716,3.6134371757507324
ER,16,corr,1,bistable,1.1,0.2,3,0.8164063,0.30173172814438987,3.5399858951568604
ER,16,corr,1,bistable,1.1,0.2,4,0.7997392999999999,0.3149551175183858,4.227069139480591
ER,16,corr,1,bistable,1.1,0.2,5,0.7160999,0.33394453923040585,4.126610994338989
ER,16,corr,1,bistable,1.1,0.2,6,0.8018696,0.3049195903043186,3.8525750637054443
ER,16,corr,1,bistable,1.1,0.2,7,0.7495125999999999,0.3358626151987167,4.006019830703735
ER,16,corr,1,bistable,1.1,0.2,8,0.7975999,0.3165240399107215,3.8351259231567383
ER,16,corr,1,bistable,1.1,0.2,9,0.8517778,0.2792168774947879,3.3098747730255127
ER,16,corr,2,coop,1.2,0.0,0,0.9986035999999998,0.004371439565954083,9.251763343811035
ER,16,corr,2,coop,1.2,0.0,1,0.9958635999999998,0.006644687331799414,9.555087089538574
ER,16,corr,2,coop,1.2,0.0,2,0.9998618,0.001382000000000016,9.386972904205322
ER,16,corr,2,coop,1.2,0.0,3,0.9987343,0.005575686079993009,9.51726484298706
ER,16,corr,2,coop,1.2,0.0,4,1.0,0.0,9.176157236099243
ER,16,corr,2,coop,1.2,0.0,5,0.9985287999999999,0.003957211363798836,9.146358966827393
ER,16,corr,2,coop,1.2,0.0,6,0.9976774999999999,0.0074657087284586456,9.381656646728516
ER,16,corr,2,coop,1.2,0.0,7,0.9993356,0.0029996947050046096,9.284460067749023
ER,16,corr,2,coop,1.2,0.0,8,0.9990481,0.003544140617578875,9.216012954711914
ER,16,corr,2,coop,1.2,0.0,9,0.9993958000000001,0.002649818815990285,9.11932373046875
ER,16,corr,2,defect,1.4,0.1,0,0.0,0.0,9.40730905532837
ER,16,corr,2,defect,1.4,0.1,1,0.0,0.0,9.440099954605103
ER,16,corr,2,defect,1.4,0.1,2,0.0,0.0,9.507493257522583
ER,16,corr,2,defect,1.4,0.1,3,0.0,0.0,9.54710602760315
ER,16,corr,2,defect,1.4,0.1,4,0.0,0.0,9.775375127792358
ER,16,corr,2,defect,1.4,0.1,5,0.0,0.0,16.602953910827637
ER,16,corr,2,defect,1.4,0.1,6,0.0,0.0,9.500280141830444
ER,16,corr,2,defect,1.4,0.1,7,0.0,0.0,9.359438180923462
ER,16,corr,2,defect,1.4,0.1,8,0.0,0.0,9.355244159698486
ER,16,corr,2,defect,1.4,0.1,9,0.0,0.0,9.268831968307495
ER,16,corr,2,transition,1.2,0.3,0,0.455609,0.4351025841619932,10.860841035842896
ER,16,corr,2,transition,1.2,0.3,1,0.2941763,0.37614599130263293,11.298258781433105
ER,16,corr,2,transition,1.2,0.3,2,0.3797181,0.41897985410379623,11.271830081939697
ER,16,corr,2,transition,1.2,0.3,3,0.3985134,0.4253584401211085,10.904582977294922
ER,16,corr,2,transition,1.2,0.3,4,0.3731434,0.4131244285626207,10.730433940887451
ER,16,corr,2,transition,1.2,0.3,5,0.41112809999999994,0.42380198842301686,10.722630262374878
ER,16,corr,2,transition,1.2,0.3,6,0.5132524,0.45143901174073836,10.643135070800781
ER,16,corr,2,transition,1.2,0.3,7,0.4514766,0.4408358222928418,10.836083889007568
ER,16,corr,2,transition,1.2,0.3,8,0.4160316,0.43139015865839264,11.07590103149414
ER,16,corr,2,transition,1.2,0.3,9,0.4668759,0.4470607934640626,10.538744926452637
ER,16,corr,3,coop,1.1,0.2,0,0.9980224,0.004985311985820038,28.203484058380127
ER,16,corr,3,coop,1.1,0.2,1,0.9941895,0.00784268666280326,28.78119421005249
ER,16,corr,3,coop,1.1,0.2,2,0.9932812,0.067188,28.18212389945984
ER,16,corr,3,coop,1.1,0.2,3,0.9970892,0.008480308585008697,28.24330496788025
ER,16,corr,3,coop,1.1,0.2,4,1.0,0.0,27.782270908355713
ER,16,corr,3,coop,1.1,0.2,5,0.9983434,0.004152719255153411,28.381255865097046
ER,16,corr,3,coop,1.1,0.2,6,0.9978631,0.007396737158772222,28.118842840194702
ER,16,corr,3,coop,1.1,0.2,7,0.9922074000000001,0.06798207646464208,28.913930892944336
ER,16,corr,3,coop,1.1,0.2,8,0.9997286,0.0019445344383215175,28.233754873275757
ER,16,corr,3,coop,1.1,0.2,9,0.9993527,0.0029502545190666983,27.94883131980896
ER,16,corr,3,defect,1.4,0.1,0,0.00029289999999999986,0.002928999999999998,27.938069105148315
ER,16,corr,3,defect,1.4,0.1,1,0.0,0.0,27.988456964492798
ER,16,corr,3,defect,1.4,0.1,2,0.0,0.0,34.07330393791199
ER,16,corr,3,defect,1.4,0.1,3,0.0003244999999999999,0.003245,28.084742069244385
ER,16,corr,3,defect,1.4,0.1,4,0.0,0.0,27.886038780212402
ER,16,corr,3,defect,1.4,0.1,5,0.0,0.0,28.069162845611572
ER,16,corr,3,defect,1.4,0.1,6,0.0,0.0,27.98706078529358
ER,16,corr,3,defect,1.4,0.1,7,0.0,0.0,27.990946054458618
ER,16,corr,3,defect,1.4,0.1,8,0.0,0.0,27.99891996383667
ER,16,corr,3,defect,1.4,0.1,9,0.0,0.0,27.846627712249756
ER,16,corr,3,transition,1.2,0.4,0,0.42775230000000003,0.4306080835022548,33.98831105232239
ER,16,corr,3,transition,1.2,0.4,1,0.27964649999999996,0.36142017606578664,36.599778175354004
ER,16,corr,3,transition,1.2,0.4,2,0.3390333,0.40559114465970997,33.18833613395691
ER,16,corr,3,transition,1.2,0.4,3,0.2912182,0.36718286216191265,35.28707575798035
ER,16,corr,3,transition,1.2,0.4,4,0.3674998,0.4067219650479733,31.894940853118896
ER,16,corr,3,transition,1.2,0.4,5,0.346691,0.3990945793412834,32.69714689254761
ER,16,corr,3,transition,1.2,0.4,6,0.3430785,0.4013519825461023,33.49228620529175
ER,16,corr,3,transition,1.2,0.4,7,0.3421559,0.4023871875259454,34.26073217391968
ER,16,corr,3,transition,1.2,0.4,8,0.31418950000000007,0.38901970339176933,33.343910932540894
ER,16,corr,3,transition,1.2,0.4,9,0.4158290000000001,0.4315869492449764,35.35092091560364
ER,16,corr,4,coop,1.2,0.0,0,0.9976335999999999,0.005417828690275585,29.22491717338562
ER,16,corr,4,coop,1.2,0.0,1,0.9952048999999998,0.00719011814783322,29.714383840560913
ER,16,corr,4,coop,1.2,0.0,2,1.0,0.0,28.929487943649292
ER,16,corr,4,coop,1.2,0.0,3,0.9972193999999999,0.007653959669756904,29.308809995651245
ER,16,corr,4,coop,1.2,0.0,4,1.0,0.0,28.849943161010742
ER,16,corr,4,coop,1.2,0.0,5,0.9989028999999999,0.0033303299484671598,29.215738773345947
ER,16,corr,4,coop,1.2,0.0,6,0.9979973,0.006898384799239996,29.038641929626465
ER,16,corr,4,coop,1.2,0.0,7,0.9995750999999999,0.002450162433287926,29.171068906784058
ER,16,corr,4,coop,1.2,0.0,8,0.9990875,0.0037273012348011518,29.255675077438354
ER,16,corr,4,coop,1.2,0.0,9,0.9981939999999999,0.004758392479598553,29.102988958358765
ER,16,corr,4,defect,1.4,0.1,0,0.0,0.0,28.950199842453003
ER,16,corr,4,defect,1.4,0.1,1,0.009729199999999999,0.097292,34.91572284698486
ER,16,corr,4,defect,1.4,0.1,2,0.0004230999999999998,0.0029770725553805353,28.959916830062866
ER,16,corr,4,defect,1.4,0.1,3,0.01,0.09999999999999999,28.8501877784729
ER,16,corr,4,defect,1.4,0.1,4,0.0,0.0,28.95031213760376
ER,16,corr,4,defect,1.4,0.1,5,0.0,0.0,29.08508014678955
ER,16,corr,4,defect,1.4,0.1,6,0.02,0.14070529413628965,28.907643795013428
ER,16,corr,4,defect,1.4,0.1,7,0.01,0.09999999999999999,28.932955980300903
ER,16,corr,4,defect,1.4,0.1,8,0.01,0.09999999999999999,29.10685396194458
ER,16,corr,4,defect,1.4,0.1,9,0.0,0.0,28.893125295639038
ER,16,corr,4,transition,1.2,0.4,0,0.6916385999999999,0.42781493403795395,33.49848818778992
ER,16,corr,4,transition,1.2,0.4,1,0.47926269999999993,0.4405159488963257,36.75215792655945
ER,16,corr,4,transition,1.2,0.4,2,0.5567677000000001,0.4552436296501916,32.71674990653992
ER,16,corr,4,transition,1.2,0.4,3,0.5433639,0.4496416152958359,33.19024586677551
ER,16,corr,4,transition,1.2,0.4,4,0.5564355000000001,0.4654012627620982,32.314841985702515
ER,16,corr,4,transition,1.2,0.4,5,0.5653684999999999,0.45456331301163216,33.10316610336304
ER,16,corr,4,transition,1.2,0.4,6,0.6760819000000001,0.43131557950838795,31.94840407371521
ER,16,corr,4,transition,1.2,0.4,7,0.6147133,0.44604479861310803,31.925995111465454
ER,16,corr,4,transition,1.2,0.4,8,0.6701295999999999,0.4320300634692596,31.89206600189209
ER,16,corr,4,transition,1.2,0.4,9,0.6616458999999999,0.43372934334789937,31.730954885482788
ER,16,corr,4,bistable,1.3,0.2,0,0.4717165,0.4961530359674799,30.71569514274597
ER,16,corr,4,bistable,1.3,0.2,1,0.25210319999999997,0.4296015377793517,30.523165225982666
ER,16,corr,4,bistable,1.3,0.2,2,0.3843065,0.4846393294203016,29.827815294265747
ER,16,corr,4,bistable,1.3,0.2,3,0.34808369999999994,0.4686981634781471,29.750192880630493
ER,16,corr,4,bistable,1.3,0.2,4,0.3392984,0.46645173079435615,31.177491903305054
ER,16,corr,4,bistable,1.3,0.2,5,0.5164977,0.4952993364589505,30.50892686843872
ER,16,corr,4,bistable,1.3,0.2,6,0.44298269999999995,0.4937993222087779,30.29796314239502
ER,16,corr,4,bistable,1.3,0.2,7,0.4234576,0.4925841255580184,29.5861599445343
ER,16,corr,4,bistable,1.3,0.2,8,0.3977794,0.48386152452410175,30.45981216430664
ER,16,corr,4,bistable,1.3,0.2,9,0.46313799999999994,0.49684655124173704,30.000110149383545
ER,16,uncorr,1,coop,1.1,0.0,0,0.9984789000000001,0.004286272872953276,12.436810970306396
ER,16,uncorr,1,coop,1.1,0.0,1,0.9973793000000001,0.005367682616993025,2.955106735229492
ER,16,uncorr,1,coop,1.1,0.0,2,0.9998037,0.00196300000000007,2.9115099906921387
ER,16,uncorr,1,coop,1.1,0.0,3,0.9976733,0.007485959659943748,2.9218740463256836
ER,16,uncorr,1,coop,1.1,0.0,4,0.999845,0.0010907031371245384,2.909008026123047
ER,16,uncorr,1,coop,1.1,0.0,5,0.9989053,0.0033992561441194362,2.9483530521392822
ER,16,uncorr,1,coop,1.1,0.0,6,0.9984960999999999,0.006623931496833944,2.9536778926849365
ER,16,uncorr,1,coop,1.1,0.0,7,0.9995743,0.0025041437396217977,2.9174458980560303
ER,16,uncorr,1,coop,1.1,0.0,8,0.9998163999999999,0.0018360000000000704,2.902020215988159
ER,16,uncorr,1,coop,1.1,0.0,9,0.9998254,0.0017460000000000362,2.8919191360473633
ER,16,uncorr,1,defect,1.4,0.0,0,0.0,0.0,3.201606035232544
ER,16,uncorr,1,defect,1.4,0.0,1,0.0,0.0,3.2319889068603516
ER,16,uncorr,1,defect,1.4,0.0,2,0.0,0.0,3.188861846923828
ER,16,uncorr,1,defect,1.4,0.0,3,0.0,0.0,3.2237119674682617
ER,16,uncorr,1,defect,1.4,0.0,4,0.0,0.0,3.1833789348602295
ER,16,uncorr,1,defect,1.4,0.0,5,0.0007827999999999996,0.004665642112639192,3.201659917831421
ER,16,uncorr,1,defect,1.4,0.0,6,0.0,0.0,3.173881769180298
ER,16,uncorr,1,defect,1.4,0.0,7,0.0,0.0,3.224802017211914
ER,16,uncorr,1,defect,1.4,0.0,8,0.0,0.0,3.190694808959961
ER,16,uncorr,1,defect,1.4,0.0,9,0.00027419999999999983,0.0027419999999999988,3.1938700675964355
ER,16,uncorr,1,transition,1.1,0.2,0,0.5296623000000001,0.3096502144824059,4.734488010406494
ER,16,uncorr,1,transition,1.1,0.2,1,0.38650369999999995,0.2285689164320008,5.381970167160034
ER,16,uncorr,1,transition,1.1,0.2,2,0.4136425000000001,0.25849230388236727,15.024587154388428
ER,16,uncorr,1,transition,1.1,0.2,3,0.45388090000000003,0.2750444153851071,4.604552984237671
ER,16,uncorr,1,transition,1.1,0.2,4,0.41098499999999993,0.2504746015209341,4.739531993865967
ER,16,uncorr,1,transition,1.1,0.2,5,0.41454830000000004,0.23858021757533232,5.104640007019043
ER,16,uncorr,1,transition,1.1,0.2,6,0.49835789999999996,0.29861671115055455,4.5657360553741455
ER,16,uncorr,1,transition,1.1,0.2,7,0.44496339999999995,0.280165833493326,4.963658094406128
ER,16,uncorr,1,transition,1.1,0.2,8,0.44422130000000004,0.2712350990727417,5.081824064254761
ER,16,uncorr,1,transition,1.1,0.2,9,0.5126427,0.31354544243607557,4.73368501663208
ER,16,uncorr,2,coop,1.1,0.1,0,0.9988334000000001,0.0037935376256434373,9.288982152938843
ER,16,uncorr,2,coop,1.1,0.1,1,0.9888366999999999,0.06849283218496059,9.384428977966309
ER,16,uncorr,2,coop,1.1,0.1,2,1.0,0.0,9.238224983215332
ER,16,uncorr,2,coop,1.1,0.1,3,0.9979369,0.0070684471306210845,9.256884098052979
ER,16,uncorr,2,coop,1.1,0.1,4,1.0,0.0,9.21263074874878
ER,16,uncorr,2,coop,1.1,0.1,5,0.9980173999999999,0.004471281564415718,9.31035304069519
ER,16,uncorr,2,coop,1.1,0.1,6,0.9969335999999999,0.008418404503457955,9.117023944854736
ER,16,uncorr,2,coop,1.1,0.1,7,0.9925074,0.06915538517152675,9.122305154800415
ER,16,uncorr,2,coop,1.1,0.1,8,0.9992758,0.003286980493960565,9.298891067504883
ER,16,uncorr,2,coop,1.1,0.1,9,0.9991288,0.0034860386131139874,9.309875965118408
ER,16,uncorr,2,defect,1.4,0.0,0,0.0,0.0,9.487077713012695
ER,16,uncorr,2,defect,1.4,0.0,1,0.0,0.0,9.387521028518677
ER,16,uncorr,2,defect,1.4,0.0,2,0.0,0.0,17.46396493911743
ER,16,uncorr,2,defect,1.4,0.0,3,0.0,0.0,9.440688133239746
ER,16,uncorr,2,defect,1.4,0.0,4,0.0,0.0,9.471254825592041
ER,16,uncorr,2,defect,1.4,0.0,5,0.0,0.0,9.469286918640137
ER,16,uncorr,2,defect,1.4,0.0,6,0.0,0.0,9.391196250915527
ER,16,uncorr,2,defect,1.4,0.0,7,0.0,0.0,9.335994720458984
ER,16,uncorr,2,defect,1.4,0.0,8,0.0,0.0,9.531418800354004
ER,16,uncorr,2,defect,1.4,0.0,9,0.00029839999999999977,0.002983999999999998,9.57863187789917
ER,16,uncorr,2,transition,1.2,0.0,0,0.6917007999999999,0.3918572154089298,14.495349884033203
ER,16,uncorr,2,transition,1.2,0.0,1,0.27298199999999995,0.28485340949869337,16.73302125930786
ER,16,uncorr,2,transition,1.2,0.0,2,0.28892280000000004,0.29043279696634977,15.406000852584839
ER,16,uncorr,2,transition,1.2,0.0,3,0.6088676,0.40938333308565855,14.509331226348877
ER,16,uncorr,2,transition,1.2,0.0,4,0.3316977,0.3263589398622166,17.198471069335938
ER,16,uncorr,2,transition,1.2,0.0,5,0.5625351,0.40389588398495696,15.858386993408203
ER,16,uncorr,2,transition,1.2,0.0,6,0.6389529999999999,0.409349023866436,16.59280014038086
ER,16,uncorr,2,transition,1.2,0.0,7,0.3973892999999999,0.3689542077475964,16.196622133255005
ER,16,uncorr,2,transition,1.2,0.0,8,0.41085520000000003,0.3686917623835045,16.252321004867554
ER,16,uncorr,2,transition,1.2,0.0,9,0.552688,0.40659920220325474,15.215436220169067
ER,16,uncorr,3,coop,1.1,0.0,0,0.9981078999999999,0.005223102583327393,28.223835229873657
ER,16,uncorr,3,coop,1.1,0.0,1,0.9937421,0.007484440600406449,28.752531051635742
ER,16,uncorr,3,coop,1.1,0.0,2,0.9997149999999999,0.002850000000000008,27.936594009399414
ER,16,uncorr,3,coop,1.1,0.0,3,0.9979955000000001,0.0069575280608254715,28.28209114074707
ER,16,uncorr,3,coop,1.1,0.0,4,1.0,0.0,27.87905478477478
ER,16,uncorr,3,coop,1.1,0.0,5,0.9975109999999999,0.005665465558981092,28.298264026641846
ER,16,uncorr,3,coop,1.1,0.0,6,0.9987076,0.005688369868211542,28.031691074371338
ER,16,uncorr,3,coop,1.1,0.0,7,0.9985685000000001,0.0044271762610568885,28.213913917541504
ER,16,uncorr,3,coop,1.1,0.0,8,0.9997137,0.0020247851388693577,28.174516916275024
ER,16,uncorr,3,coop,1.1,0.0,9,0.9995160999999999,0.0025112425573445493,27.963622093200684
ER,16,uncorr,3,defect,1.4,0.1,0,0.0,0.0,27.824299097061157
ER,16,uncorr,3,defect,1.4,0.1,1,0.0,0.0,27.7379789352417
ER,16,uncorr,3,defect,1.4,0.1,2,0.0,0.0,33.91872000694275
ER,16,uncorr,3,defect,1.4,0.1,3,0.0,0.0,27.885023832321167
ER,16,uncorr,3,defect,1.4,0.1,4,0.0,0.0,28.139100074768066
ER,16,uncorr,3,defect,1.4,0.1,5,0.0,0.0,27.790852069854736
ER,16,uncorr,3,defect,1.4,0.1,6,0.0,0.0,27.73741126060486
ER,16,uncorr,3,defect,1.4,0.1,7,0.0002626999999999998,0.002626999999999998,27.681130170822144
ER,16,uncorr,3,defect,1.4,0.1,8,0.0002486999999999999,0.0024869999999999988,27.784535884857178
ER,16,uncorr,3,defect,1.4,0.1,9,9.920000000000005e-05,0.0009920000000000005,27.845531940460205
ER,16,uncorr,3,transition,1.2,0.2,0,0.7031807999999999,0.4215797927868724,30.693820238113403
ER,16,uncorr,3,transition,1.2,0.2,1,0.4545721,0.4454051009747567,31.393882989883423
ER,16,uncorr,3,transition,1.2,0.2,2,0.451949,0.4412999221526322,32.445008754730225
ER,16,uncorr,3,transition,1.2,0.2,3,0.48026309999999994,0.44474403985807703,32.926347970962524
ER,16,uncorr,3,transition,1.2,0.2,4,0.45255709999999993,0.440672980079688,32.6607301235199
ER,16,uncorr,3,transition,1.2,0.2,5,0.5622910999999999,0.44758389376221236,32.36552119255066
ER,16,uncorr,3,transition,1.2,0.2,6,0.5460286,0.4520726072751204,31.456257104873657
ER,16,uncorr,3,transition,1.2,0.2,7,0.5130609,0.45181522942190167,33.29772114753723
ER,16,uncorr,3,transition,1.2,0.2,8,0.5892178,0.44672762278908595,36.6975040435791
ER,16,uncorr,3,transition,1.2,0.2,9,0.6019093,0.450611464436185,32.23298692703247
ER,16,uncorr,4,coop,1.2,0.0,0,0.9966982,0.006256094140835093,29.709609031677246
ER,16,uncorr,4,coop,1.2,0.0,1,0.9936672999999999,0.006565469642475288,30.382755994796753
ER,16,uncorr,4,coop,1.2,0.0,2,1.0,0.0,29.719806909561157
ER,16,uncorr,4,coop,1.2,0.0,3,0.9977933,0.006822438921557733,29.280762910842896
ER,16,uncorr,4,coop,1.2,0.0,4,1.0,0.0,29.271085023880005
ER,16,uncorr,4,coop,1.2,0.0,5,0.9979714,0.004550183261932742,29.567693948745728
ER,16,uncorr,4,coop,1.2,0.0,6,0.9971796,0.008104914573419454,29.212966918945312
ER,16,uncorr,4,coop,1.2,0.0,7,0.9993116,0.0031093422994830132,29.638787031173706
ER,16,uncorr,4,coop,1.2,0.0,8,0.9983588,0.005103119323343738,29.58578085899353
ER,16,uncorr,4,coop,1.2,0.0,9,0.9995677999999999,0.0024744906954807,29.441567420959473
ER,16,uncorr,4,defect,1.4,0.1,0,0.0,0.0,28.69787287712097
ER,16,uncorr,4,defect,1.4,0.1,1,0.0,0.0,29.93957018852234
ER,16,uncorr,4,defect,1.4,0.1,2,0.0,0.0,29.006534814834595
ER,16,uncorr,4,defect,1.4,0.1,3,0.0,0.0,29.128931999206543
ER,16,uncorr,4,defect,1.4,0.1,4,0.0,0.0,28.934492826461792
ER,16,uncorr,4,defect,1.4,0.1,5,0.0,0.0,32.259833097457886
ER,16,uncorr,4,defect,1.4,0.1,6,0.01,0.09999999999999999,29.664201974868774
ER,16,uncorr,4,defect,1.4,0.1,7,0.0,0.0,28.799540996551514
ER,16,uncorr,4,defect,1.4,0.1,8,0.0,0.0,28.781921863555908
ER,16,uncorr,4,defect,1.4,0.1,9,0.0,0.0,28.743454933166504
ER,16,uncorr,4,transition,1.2,0.3,0,0.6244348,0.4396206936436882,32.458800077438354
ER,16,uncorr,4,transition,1.2,0.3,1,0.46127919999999994,0.4396586792498899,35.057440996170044
ER,16,uncorr,4,transition,1.2,0.3,2,0.4541655,0.4491016646716627,33.48876690864563
ER,16,uncorr,4,transition,1.2,0.3,3,0.5633165,0.44635109805408885,33.10631608963013
ER,16,uncorr,4,transition,1.2,0.3,4,0.44999359999999994,0.44307753522749577,33.51182007789612
ER,16,uncorr,4,transition,1.2,0.3,5,0.5430088999999999,0.44937953497948,34.08338403701782
ER,16,uncorr,4,transition,1.2,0.3,6,0.503829,0.45045701674000266,33.12614297866821
ER,16,uncorr,4,transition,1.2,0.3,7,0.5789222,0.4491677013437906,33.25770902633667
ER,16,uncorr,4,transition,1.2,0.3,8,0.6161201000000001,0.44468626250832866,32.00472283363342
ER,16,uncorr,4,transition,1.2,0.3,9,0.6579217999999999,0.4390986248719119,32.26034998893738
